,news_id,category,sub_category,title,abstract,url,title_entities,abstract_entitites
45897,N57957,video,viral,Dramatic Footage Shows Plane Skidding Off Runway at O'Hare Airport in Chicago,"A plane slid off the runway due to icy conditions at Chicago's O'Hare International Airport on Monday morning, November 11, as cold weather swept across the state. American Airlines told Storyful that flight 4125, which was traveling from Greensboro, North Carolina, to Chicago, slid off the runway upon landing at around 7.45 am on Monday as a result of icy conditions. The airline said no injuries were reported and all 38 passengers and three crew members were transported to the terminal at O'Hare airport safely. Local media reported that the incident prompted a ground stop at the airport, halting all landings until around 8.30 am. Airlines at O'Hare and Midway airports canceled hundreds of flights on Monday as the National Weather Service issued a winter weather advisory for the state. Credit: Joseph Lian via Storyful",https://assets.msn.com/labs/mind/BBWBftZ.html,"[{""Label"": ""O'Hare International Airport"", ""Type"": ""F"", ""WikidataId"": ""Q213717"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [52, 70], ""SurfaceForms"": [""O'Hare Airport"", ""Chicago""]}]","[{""Label"": ""O'Hare International Airport"", ""Type"": ""F"", ""WikidataId"": ""Q213717"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [53, 270, 495, 651], ""SurfaceForms"": [""Chicago's O'Hare International Airport"", ""Chicago"", ""O'Hare airport"", ""O'Hare""]}, {""Label"": ""Storyful"", ""Type"": ""N"", ""WikidataId"": ""Q19716893"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [187, 821], ""SurfaceForms"": [""Storyful"", ""Storyful""]}, {""Label"": ""American Airlines"", ""Type"": ""O"", ""WikidataId"": ""Q32396"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [164, 639], ""SurfaceForms"": [""American Airlines"", ""Airlines""]}, {""Label"": ""Midway International Airport"", ""Type"": ""F"", ""WikidataId"": ""Q1061437"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [662], ""SurfaceForms"": [""Midway""]}, {""Label"": ""National Weather Service"", ""Type"": ""O"", ""WikidataId"": ""Q1066823"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [724], ""SurfaceForms"": [""National Weather Service""]}, {""Label"": ""Greensboro, North Carolina"", ""Type"": ""G"", ""WikidataId"": ""Q49238"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [239], ""SurfaceForms"": [""Greensboro""]}, {""Label"": ""North Carolina"", ""Type"": ""G"", ""WikidataId"": ""Q1454"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [251], ""SurfaceForms"": [""North Carolina""]}]"
45974,N53585,tv,tvnews,"Rip Taylor's Cause of Death Revealed, Memorial Service Scheduled for Later This Month",The comedian died at the age of 84 last month.,https://assets.msn.com/labs/mind/BBWBgRz.html,"[{""Label"": ""Rip Taylor"", ""Type"": ""P"", ""WikidataId"": ""Q1354181"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Rip Taylor""]}]",[]
46035,N58499,news,newspolitics,"Pompeo's Impeachment Role Draws Outcry From Diplomats, Staffers","Secretary of State Mike Pompeo has been credited with improving State Department staffing and morale, but his treatment of U.S. Foreign Service officers caught in the impeachment inquiry has undercut those efforts, according to current and former career professionals upset over his recent actions.",https://assets.msn.com/labs/mind/BBWBh2R.html,"[{""Label"": ""Mike Pompeo"", ""Type"": ""P"", ""WikidataId"": ""Q473239"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Pompeo""]}, {""Label"": ""Congressional staff"", ""Type"": ""C"", ""WikidataId"": ""Q5160981"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [55], ""SurfaceForms"": [""Staffers""]}]","[{""Label"": ""Mike Pompeo"", ""Type"": ""P"", ""WikidataId"": ""Q473239"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Mike Pompeo""]}, {""Label"": ""United States Department of State"", ""Type"": ""O"", ""WikidataId"": ""Q789915"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [64], ""SurfaceForms"": [""State Department""]}, {""Label"": ""United States Foreign Service"", ""Type"": ""O"", ""WikidataId"": ""Q3480437"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [123], ""SurfaceForms"": [""U.S. Foreign Service""]}, {""Label"": ""United States Secretary of State"", ""Type"": ""U"", ""WikidataId"": ""Q14213"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Secretary of State""]}]"
46102,N23081,foodanddrink,newstrends,"We tried McDonald's new Snickerdoodle McFlurry, and here's our honest review","On the heels of the 2019 holiday season, McDonald's announced a brand new seasonal McFlurry   the first one to get a nationwide release in seven years. After a successful trial run in several markets over the summer, the Snickerdoodle McFlurry launched exclusively on Uber Eats. The frozen treat will be more widely available in-house later this month, but is it worth the wait? The 20 Most Over-the-Top Fast Food Menu Items of All Time We tried the...",https://assets.msn.com/labs/mind/BBWBhPt.html,"[{""Label"": ""McDonald's"", ""Type"": ""O"", ""WikidataId"": ""Q38076"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [9], ""SurfaceForms"": [""McDonald's""]}]","[{""Label"": ""McDonald's"", ""Type"": ""O"", ""WikidataId"": ""Q38076"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""McDonald's""]}, {""Label"": ""McFlurry"", ""Type"": ""U"", ""WikidataId"": ""Q906754"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [83], ""SurfaceForms"": [""McFlurry""]}, {""Label"": ""Uber Eats"", ""Type"": ""O"", ""WikidataId"": ""Q21462723"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [268], ""SurfaceForms"": [""Uber Eats""]}, {""Label"": ""Menu extra"", ""Type"": ""C"", ""WikidataId"": ""Q3854772"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [414], ""SurfaceForms"": [""Menu Items""]}, {""Label"": ""Fast food"", ""Type"": ""C"", ""WikidataId"": ""Q81799"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [404], ""SurfaceForms"": [""Fast Food""]}, {""Label"": ""Over-the-top media services"", ""Type"": ""U"", ""WikidataId"": ""Q829548"", ""Confidence"": 0.987, ""OccurrenceOffsets"": [391], ""SurfaceForms"": [""Over-the-Top""]}]"
46183,N12800,travel,video,This is the dirtiest spot on a plane,Science has identified the dirtiest spot on an airplane.,https://assets.msn.com/labs/mind/BBWwxGW.html,[],[]
46504,N57713,lifestyle,lifestyleroyals,The Queen's Dressmaker Reveals She Uses Gin to Clean the Royal Jewels,The Queen's Jewels Are Polished with Gin and Water,https://assets.msn.com/labs/mind/BBWBkBT.html,[],"[{""Label"": ""Elizabeth II's jewels"", ""Type"": ""U"", ""WikidataId"": ""Q3683058"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""The Queen's Jewels""]}]"
46567,N4569,sports,football_nfl_videos,Why Saints Quarterback Drew Brees Calls Falcons Loss 'Unacceptable',During Drew Brees' postgame interview he discusses the loss to the Atlanta Falcons.,https://assets.msn.com/labs/mind/BBWBkUz.html,"[{""Label"": ""Drew Brees"", ""Type"": ""P"", ""WikidataId"": ""Q38952"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [23], ""SurfaceForms"": [""Drew Brees""]}, {""Label"": ""New Orleans Saints"", ""Type"": ""O"", ""WikidataId"": ""Q172435"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Saints""]}]","[{""Label"": ""Atlanta Falcons"", ""Type"": ""O"", ""WikidataId"": ""Q272059"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [67], ""SurfaceForms"": [""Atlanta Falcons""]}]"
46638,N41704,video,animals,Hi Deer! Mini Deer Thought to Be Extinct Is Rediscovered in Southeast Asia,A mini deer thought to be extinct has now been rediscovered in Vietnam. Veuer's Lenneia Batiste has more.,https://assets.msn.com/labs/mind/BBWBktS.html,[],"[{""Label"": ""Vietnam"", ""Type"": ""G"", ""WikidataId"": ""Q1741"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [63], ""SurfaceForms"": [""Vietnam""]}]"
46721,N46821,news,newsus,3 castaway cows swam to North Carolina's Outer Banks to escape Hurricane Dorian,"Cows have been discovered near the Outer Banks, where they apparently washed up after swimming for several miles due to Hurricane Dorian",https://assets.msn.com/labs/mind/BBWIcmq.html,"[{""Label"": ""Outer Banks"", ""Type"": ""L"", ""WikidataId"": ""Q1517373"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Outer Banks""]}]","[{""Label"": ""Outer Banks"", ""Type"": ""L"", ""WikidataId"": ""Q1517373"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [35], ""SurfaceForms"": [""Outer Banks""]}]"
46782,N24985,autos,autosnews,Neuron Shows Off Electric Semi And Truck With Tesla Design Cues,"Meet Neuron T/ONE, an all-in-one EUV (electric utility vehicle) and TORQ, an electric semi-truck.",https://assets.msn.com/labs/mind/BBWBlec.html,[],"[{""Label"": ""Torc"", ""Type"": ""C"", ""WikidataId"": ""Q397447"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [68], ""SurfaceForms"": [""TORQ""]}]"
46798,N64009,news,elections-2020-us,Klobuchar: Woman with Buttigieg's record would miss debate,Sen. Amy Klobuchar says she and other top female presidential candidates wouldn't be on the debate stage if they had the same experience as Mayor Pete Buttigieg.,https://assets.msn.com/labs/mind/BBWBljS.html,"[{""Label"": ""Pete Buttigieg"", ""Type"": ""P"", ""WikidataId"": ""Q7173106"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""Buttigieg""]}, {""Label"": ""Amy Klobuchar"", ""Type"": ""P"", ""WikidataId"": ""Q22237"", ""Confidence"": 0.944, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Klobuchar""]}]","[{""Label"": ""Pete Buttigieg"", ""Type"": ""P"", ""WikidataId"": ""Q7173106"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [146], ""SurfaceForms"": [""Pete Buttigieg""]}, {""Label"": ""Amy Klobuchar"", ""Type"": ""P"", ""WikidataId"": ""Q22237"", ""Confidence"": 0.944, ""OccurrenceOffsets"": [5], ""SurfaceForms"": [""Amy Klobuchar""]}]"
46799,N64184,autos,autosenthusiasts,"Carroll Shelby's Grandson Talks Ford v Ferrari, Cars, and the Family Business",Learning to Drive a Dodge Omni GLH at Age 12: Aaron Shelby Describes What It Was Like Growing Up With an Icon,https://assets.msn.com/labs/mind/BBWFcfE.html,"[{""Label"": ""Carroll Shelby"", ""Type"": ""P"", ""WikidataId"": ""Q354043"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Carroll Shelby""]}, {""Label"": ""Ford v Ferrari"", ""Type"": ""N"", ""WikidataId"": ""Q55081822"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [32], ""SurfaceForms"": [""Ford v Ferrari""]}, {""Label"": ""Family Business (1989 film)"", ""Type"": ""N"", ""WikidataId"": ""Q1395374"", ""Confidence"": 0.977, ""OccurrenceOffsets"": [62], ""SurfaceForms"": [""Family Business""]}]","[{""Label"": ""Dodge Omni"", ""Type"": ""V"", ""WikidataId"": ""Q1234324"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""Dodge Omni GLH""]}, {""Label"": ""Learning to Drive (film)"", ""Type"": ""W"", ""WikidataId"": ""Q18151617"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Learning to Drive""]}]"
46821,N38779,news,newsus,'One in a million' deer captured on camera in Michigan woods,Retired Michigan lawmaker and amateur photographer Steven Lindberg took pictures of a deer. That deer had three antlers.,https://assets.msn.com/labs/mind/BBWIdQ6.html,"[{""Label"": ""Michigan"", ""Type"": ""G"", ""WikidataId"": ""Q1166"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Michigan""]}]","[{""Label"": ""Steve Lindberg"", ""Type"": ""P"", ""WikidataId"": ""Q7613160"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [51], ""SurfaceForms"": [""Steven Lindberg""]}]"
46934,N62532,video,animals,The snowy weather has brought some fun to many animals around the world,"A compilation of different types of animals in different locations playing, romping and rolling around in the snow.",https://assets.msn.com/labs/mind/BBWIe08.html,[],[]
47018,N47149,travel,traveltips,How to Make Sure You Have a Seat Next to Your Family on Your Next Flight,Because no one wants to get split up.,https://assets.msn.com/labs/mind/BBWBozT.html,[],[]
47137,N20954,sports,football_ncaa,Report: Ohio State asks NCAA to reinstate star DL Chase Young immediately,The NCAA still has not made its final ruling on Young's penalty as the regular season reaches its final weeks.,https://assets.msn.com/labs/mind/BBWBpwv.html,"[{""Label"": ""National Collegiate Athletic Association"", ""Type"": ""O"", ""WikidataId"": ""Q271805"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""NCAA""]}]","[{""Label"": ""National Collegiate Athletic Association"", ""Type"": ""O"", ""WikidataId"": ""Q271805"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""NCAA""]}]"
47169,N57344,video,viral,Golden Gums! 200-Year-Old Gold Teeth Made of Ivory & Gold Set to Go for Thousands at Auction!,"These false teeth dating back 200 years were made out of hippo or walrus ivory and set in gold, is expected to nab thousands of dollars at auction. Buzz60's Mercer Morrison has the story.",https://assets.msn.com/labs/mind/BBWBrLB.html,[],[]
47215,N33123,autos,autosenthusiasts,Inside Pirelli's Massive Formula One Tire Operation,"When trawling through a Formula One paddock very briefly for the first time back in 2015, my first thought (after I got over the glamor of it all) was, my God there are a lot of tires here.",https://assets.msn.com/labs/mind/BBWBrTH.html,"[{""Label"": ""Pirelli"", ""Type"": ""O"", ""WikidataId"": ""Q207770"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""Pirelli""]}, {""Label"": ""Formula One"", ""Type"": ""U"", ""WikidataId"": ""Q1968"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [25], ""SurfaceForms"": [""Formula One""]}]","[{""Label"": ""Formula One"", ""Type"": ""U"", ""WikidataId"": ""Q1968"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Formula One""]}]"
47264,N47717,travel,voices,"We Had a Babysitter Come to Our Hotel Room at Disney World, and It Was SO Worth It","I love my children dearly, but having three small kids really limits what we can do on our annual Disney World vacations.",https://assets.msn.com/labs/mind/BBWFgLc.html,"[{""Label"": ""Walt Disney World"", ""Type"": ""O"", ""WikidataId"": ""Q206859"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Disney World""]}]","[{""Label"": ""Walt Disney World"", ""Type"": ""O"", ""WikidataId"": ""Q206859"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [98], ""SurfaceForms"": [""Disney World""]}]"
47354,N25064,video,animals,Excited puppy totally loses it when owner arrives home,This excited Shiba Inu puppy totally loses it when his owner returns home. Too cute!,https://assets.msn.com/labs/mind/BBWIgPi.html,[],"[{""Label"": ""Shiba Inu"", ""Type"": ""U"", ""WikidataId"": ""Q39315"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""Shiba Inu""]}]"
47361,N15315,health,wellness,"If You're Over 40 And About To Start Weight Lifting For The First Time, Here Are 5 Things You Need To Know",Over 40? 5 Things You Need to Know about Lifting Weights for the First Time.,https://assets.msn.com/labs/mind/BBWBsAh.html,"[{""Label"": ""Need to Know (TV program)"", ""Type"": ""N"", ""WikidataId"": ""Q6986519"", ""Confidence"": 0.96, ""OccurrenceOffsets"": [94], ""SurfaceForms"": [""Need To Know""]}]","[{""Label"": ""Weight training"", ""Type"": ""C"", ""WikidataId"": ""Q1425378"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Lifting Weights""]}, {""Label"": ""Need to Know (TV program)"", ""Type"": ""N"", ""WikidataId"": ""Q6986519"", ""Confidence"": 0.96, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""Need to Know""]}]"
47374,N28496,video,animals,Fish that hunts vertically caught on camera,There a fish in the waters off the coast of Florida that hunts in a rather novel way.,https://assets.msn.com/labs/mind/BBWFgs4.html,[],"[{""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 0.976, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Florida""]}]"
47409,N50288,sports,football_nfl,Enjoy Lamar Jackson for the QB he is rather than be a killjoy looking for what he isn't,,https://assets.msn.com/labs/mind/BBWIgi7.html,"[{""Label"": ""Lamar Jackson"", ""Type"": ""P"", ""WikidataId"": ""Q24809702"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""Lamar Jackson""]}]",[]
47528,N2823,entertainment,celebrity,PEOPLE's Sexiest Men Alive: Still Sexy After All These Years,PEOPLE's Sexiest Men Alive With Their Younger Selves,https://assets.msn.com/labs/mind/BBWBsrL.html,"[{""Label"": ""People (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q33659"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 9], ""SurfaceForms"": [""PEOPLE"", ""Sexiest Men Alive""]}]","[{""Label"": ""People (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q33659"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 9], ""SurfaceForms"": [""PEOPLE"", ""Sexiest Men Alive""]}]"
47532,N16920,music,music-celebrity,Gwen Stefani Sets the Record Straight on That Diamond Ring at 2019 People's Choice Awards,Gwen Stefani was spotted wearing a diamond ring on that finger during the 2019 People's Choice Awards. Hear what she had to say about the bling.,https://assets.msn.com/labs/mind/BBWBssd.html,[],[]
47619,N5358,video,popculture,"Grieving Son Honors Late Christmas-Loving Dad with 20,000 Lights on Family Home",A touching tribute involved thousands of holiday lights in a display you have to see to believe. Buzz60's Sean Dowling has more.,https://assets.msn.com/labs/mind/BBWIhqJ.html,[],"[{""Label"": ""Se\u00e1n Dowling"", ""Type"": ""P"", ""WikidataId"": ""Q7459509"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [106], ""SurfaceForms"": [""Sean Dowling""]}]"
47645,N52554,sports,football_ncaa,LSU's Ed Orgeron Is College Football's Best Head Coach Right Now | McMurphy's Law,It's Coach O's world -- we're just living in it. The post LSU's Ed Orgeron Is College Football's Best Head Coach Right Now | McMurphy's Law appeared first on Stadium.,https://assets.msn.com/labs/mind/BBWIhxj.html,"[{""Label"": ""Ed Orgeron"", ""Type"": ""P"", ""WikidataId"": ""Q5335247"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""Ed Orgeron""]}, {""Label"": ""College football"", ""Type"": ""O"", ""WikidataId"": ""Q1109032"", ""Confidence"": 0.953, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""College Football""]}, {""Label"": ""LSU Tigers football"", ""Type"": ""F"", ""WikidataId"": ""Q6460028"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""LSU""]}]","[{""Label"": ""Ed Orgeron"", ""Type"": ""P"", ""WikidataId"": ""Q5335247"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [5, 64], ""SurfaceForms"": [""Coach O"", ""Ed Orgeron""]}, {""Label"": ""College football"", ""Type"": ""O"", ""WikidataId"": ""Q1109032"", ""Confidence"": 0.953, ""OccurrenceOffsets"": [78], ""SurfaceForms"": [""College Football""]}, {""Label"": ""LSU Tigers football"", ""Type"": ""F"", ""WikidataId"": ""Q6460028"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [58], ""SurfaceForms"": [""LSU""]}]"
47656,N555,news,newsworld,"France, Germany, Britain urge Iran to reverse nuclear deal breaches","IRAN-NUCLEAR/EUROPE (UPDATE 2, PIX):UPDATE 2-France, Germany, Britain urge Iran to reverse nuclear deal breaches",https://assets.msn.com/labs/mind/BBWBu31.html,"[{""Label"": ""Iran"", ""Type"": ""G"", ""WikidataId"": ""Q794"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [30], ""SurfaceForms"": [""Iran""]}, {""Label"": ""Germany"", ""Type"": ""G"", ""WikidataId"": ""Q183"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""Germany""]}, {""Label"": ""United Kingdom"", ""Type"": ""G"", ""WikidataId"": ""Q145"", ""Confidence"": 0.979, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""Britain""]}]","[{""Label"": ""Iran"", ""Type"": ""G"", ""WikidataId"": ""Q794"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [75], ""SurfaceForms"": [""Iran""]}, {""Label"": ""Germany"", ""Type"": ""G"", ""WikidataId"": ""Q183"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [53], ""SurfaceForms"": [""Germany""]}, {""Label"": ""United Kingdom"", ""Type"": ""G"", ""WikidataId"": ""Q145"", ""Confidence"": 0.979, ""OccurrenceOffsets"": [62], ""SurfaceForms"": [""Britain""]}, {""Label"": ""Nuclear program of Iran"", ""Type"": ""U"", ""WikidataId"": ""Q329891"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""IRAN-NUCLEAR""]}, {""Label"": ""Europe"", ""Type"": ""L"", ""WikidataId"": ""Q46"", ""Confidence"": 0.99, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""EUROPE""]}]"
47803,N64252,sports,soccer,Zlatan Ibrahimovic Announces Departure From LA Galaxy With 'You're Welcome',"Zlatan Ibrahimovic will be moving on from the LA Galaxy and Major League Soccer. The 38-year-old striker tweeted out his thanks to the franchise and its fans, but also threw in a classic Zlatan comment along the way. It reminded us just how much the MLS is going to miss his personality.",https://assets.msn.com/labs/mind/BBWIk2F.html,"[{""Label"": ""Zlatan Ibrahimovi\u0107"", ""Type"": ""P"", ""WikidataId"": ""Q46896"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Zlatan Ibrahimovic""]}, {""Label"": ""LA Galaxy"", ""Type"": ""O"", ""WikidataId"": ""Q204357"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""LA Galaxy""]}]","[{""Label"": ""Zlatan Ibrahimovi\u0107"", ""Type"": ""P"", ""WikidataId"": ""Q46896"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 187], ""SurfaceForms"": [""Zlatan Ibrahimovic"", ""Zlatan""]}, {""Label"": ""LA Galaxy"", ""Type"": ""O"", ""WikidataId"": ""Q204357"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""LA Galaxy""]}, {""Label"": ""Major League Soccer"", ""Type"": ""O"", ""WikidataId"": ""Q18543"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [60, 250], ""SurfaceForms"": [""Major League Soccer"", ""MLS""]}]"
47905,N63342,video,viral,Why 17-Year-Old Can't Get Out of Her Seatbelt,It was an unusual emergency when a 17-year-old girl got hopelessly tangled in her seatbelt.,https://assets.msn.com/labs/mind/BBWIkbe.html,[],[]
47949,N58054,autos,autosenthusiasts,Watch the Lamborghini Huracán Evo's Crazy Acceleration to 180 MPH,This thing is seriously quick.,https://assets.msn.com/labs/mind/BBWy4kw.html,"[{""Label"": ""Evo (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q749927"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [31], ""SurfaceForms"": [""Evo""]}, {""Label"": ""Lamborghini Hurac\u00e1n"", ""Type"": ""V"", ""WikidataId"": ""Q15396270"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [], ""SurfaceForms"": []}]",[]
47953,N10746,sports,more_sports,Eight Nike Oregon Project athletes confirm Mary Cain's allegations of abuse to Sports Illustrated,,https://assets.msn.com/labs/mind/BBWIkw2.html,"[{""Label"": ""Mary Cain (athlete)"", ""Type"": ""P"", ""WikidataId"": ""Q6779145"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [43], ""SurfaceForms"": [""Mary Cain""]}, {""Label"": ""Nike Oregon Project"", ""Type"": ""U"", ""WikidataId"": ""Q16957984"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""Nike Oregon Project""]}, {""Label"": ""Sports Illustrated"", ""Type"": ""M"", ""WikidataId"": ""Q275837"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [79], ""SurfaceForms"": [""Sports Illustrated""]}]",[]
47957,N46526,news,elections-2020-us,Ilhan Omar blasts Pete King as an 'Islamophobe' after he announces retirement: 'Good riddance',"Rep. Ilhan Omar (D-Minn.) on Monday denounced Rep. Pete King (R-N.Y.) as an ""Islamophobe"" after the longtime GOP lawmaker announced that he would not seek re-election in 2020. Omar, who earlier this year became one of the first Muslim women sworn into Congress, specifically called out controversial statements King made about the Muslim community and Eric Garner during his long tenure in Congress.""Peter King is an Islamophobe who held...",https://assets.msn.com/labs/mind/BBWBxuP.html,"[{""Label"": ""Peter T. King"", ""Type"": ""P"", ""WikidataId"": ""Q953554"", ""Confidence"": 0.971, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""Pete King""]}, {""Label"": ""Islamophobia"", ""Type"": ""U"", ""WikidataId"": ""Q486296"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [35], ""SurfaceForms"": [""Islamophobe""]}, {""Label"": ""Ilhan Omar"", ""Type"": ""P"", ""WikidataId"": ""Q26436159"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Ilhan Omar""]}]","[{""Label"": ""Peter T. King"", ""Type"": ""P"", ""WikidataId"": ""Q953554"", ""Confidence"": 0.971, ""OccurrenceOffsets"": [51, 311, 400], ""SurfaceForms"": [""Pete King"", ""King"", ""Peter King""]}, {""Label"": ""Death of Eric Garner"", ""Type"": ""E"", ""WikidataId"": ""Q17400785"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [352], ""SurfaceForms"": [""Eric Garner""]}, {""Label"": ""Islamophobia"", ""Type"": ""U"", ""WikidataId"": ""Q486296"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [77, 417], ""SurfaceForms"": [""Islamophobe"", ""Islamophobe""]}, {""Label"": ""Ilhan Omar"", ""Type"": ""P"", ""WikidataId"": ""Q26436159"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [5, 176], ""SurfaceForms"": [""Ilhan Omar"", ""Omar""]}, {""Label"": ""United States House of Representatives"", ""Type"": ""B"", ""WikidataId"": ""Q11701"", ""Confidence"": 0.992, ""OccurrenceOffsets"": [252, 390], ""SurfaceForms"": [""Congress"", ""Congress""]}, {""Label"": ""Women in Islam"", ""Type"": ""U"", ""WikidataId"": ""Q622820"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [228], ""SurfaceForms"": [""Muslim women""]}, {""Label"": ""Ummah"", ""Type"": ""U"", ""WikidataId"": ""Q205766"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [331], ""SurfaceForms"": [""Muslim community""]}, {""Label"": ""Minnesota"", ""Type"": ""G"", ""WikidataId"": ""Q1527"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Minn.""]}]"
